message,dtTime,userID,user,type,episode,time
强行黑人煽情,1334.878,197005c8,197005c8,1,1,25
快艇,1338.498,40307ddd,40307ddd,1,1,25
鱼雷引发条件有的，不是炸就会炸爆的,1339.897,156cac10,156cac10,1,1,25
眼里只有非黑即白的小孩子,1340.158,ba8286c9,ba8286c9,1,1,25
杀了一船人还这样，什么剧情哦,1340.347,bed1f093,bed1f093,1,1,25
撒尿,1341.826,b2fce5ae,b2fce5ae,1,1,25
面朝大海，春暖花开,1343.232,ec99f43c,ec99f43c,1,1,25
是李!Jango Fett!,1343.294,36025db,36025db,1,1,25
海盗本来就该死啊，到处抢,1343.635,57cb0f1a,57cb0f1a,1,1,25
自带马达,1344.105,e6739643,e6739643,1,1,25
是的船长,1344.984,a46720b7,a46720b7,1,1,25
n你们在讨论恐怖分子的立场?,1349.096,348a99a9,348a99a9,1,1,25
关爱空巢老人,1349.591,e840cbaf,e840cbaf,1,1,25
耳机戴反了,1356.454,5ec61231,5ec61231,1,1,25
瞬间移动,1359.116,3dc4d2c4,3dc4d2c4,1,1,25
任达华和徐锦江233,1359.994,d6a072e5,d6a072e5,1,1,25
剧情给1分不能再多,1360.131,6399bc56,6399bc56,1,1,25
小时候白白嫩嫩的主角，一转眼就变成了这样,1360.254,e3f9496f,e3f9496f,1,1,25
 爹：等着这么多次，怎么又是你？,1366.008,2a43c781,2a43c781,1,1,25
绿色帽子还行╮(￣▽￣)╭,1366.041,4841218a,4841218a,1,1,25
是 你，我的导师，血与沙上的道理，我传承至今。来自斯巴达克斯资深观众的敬礼。,1366.174,32274b6e,32274b6e,1,1,25
这坏蛋很无脑,1369.775,bed1f093,bed1f093,1,1,25
你上个案都摆poss的吗,1371.03,1923a512,1923a512,1,1,25
相互杀爹？,1372.098,83c27c0a,83c27c0a,1,1,25
孩子身高还是随妈妈呀,1373.003,fcf68f09,fcf68f09,1,1,25
看起来不像父子哈哈哈哈,1373.494,b96ae114,b96ae114,1,1,25
海景江和雷景江碰面会怎么样？,1375.361,36f043b9,36f043b9,1,1,25
我可以,1384.128,ab4afbab,ab4afbab,1,1,25
杯子质量好,1386.752,cee0d0b7,cee0d0b7,1,1,25
徐锦江+任达华 哈哈哈哈哈哈哈哈笑死我,1394.586,57f3c644,57f3c644,1,1,25
小时候那么可爱ớ ₃ờ,1397.022,d4fb4d2a,d4fb4d2a,1,1,25
跟黑人有个JB关系，剧情需要一个反派,1405.321,6843b22e,6843b22e,1,1,25
???这锅也要毛子背？,1406.219,9c72bb70,9c72bb70,1,1,25
留络腮胡而已。。。都小学生么。。。,1412.917,279da79a,279da79a,1,1,25
阿夸人（确信）,1414.38,39d755e1,39d755e1,1,1,25
红字剧透了个屁,1428.119,cb1a0f44,cb1a0f44,1,1,25
他那里有格斗？？？明明全靠防御硬抗,1429.153,27ca359e,27ca359e,1,1,25
红字哪剧透了杠精,1433.514,53f0754f,53f0754f,1,1,25
海王手臂上的花纹是爱心吧,1434.505,4817cdc6,4817cdc6,1,1,25
亲爱杠精好好看ok？,1436.863,e4c6bb5c,e4c6bb5c,1,1,25
可能是让举报删除了,1438.449,6a5914f8,6a5914f8,1,1,25
爱心的，你不是一个人,1438.734,d52c8cc1,d52c8cc1,1,1,25
这反flag立的，当时就猜到了,1444.144,75a6dc3e,75a6dc3e,1,1,25
小时候这么可爱，怎么长大了变成莽夫了,1454.718,87d6e758,87d6e758,1,1,25
怎么感觉儿子和爹一样老……,1457.535,cf2dd1b0,cf2dd1b0,1,1,25
为什么要穿衣服？一直光着不好吗？,1457.896,3e9327ea,3e9327ea,1,1,25
酒桶来了,1465.413,c2bb75e9,c2bb75e9,1,1,25
非得搞事作死，这电影就是我杀我自己系列吗,1465.579,b6e6b91f,b6e6b91f,1,1,25
你完了。,1466.07,d3a82d67,d3a82d67,1,1,25
小鱼人你好，我是小龙人,1466.71,2d9c4bbc,2d9c4bbc,1,1,25
你完了,1467.455,b7be17d7,b7be17d7,1,1,25
前方高能！非战斗人员请立即撤退！,1467.913,2393feee,2393feee,1,1,25
big marry2333,1469.929,fd432c9f,fd432c9f,1,1,25
破产姐妹的糕点师？,1470.729,f8843630,f8843630,1,1,25
兄弟走好,1470.764,3dc4d2c4,3dc4d2c4,1,1,25
小鱼人？,1475.402,ceeaa5ec,ceeaa5ec,1,1,25
鱼男,1476.145,ac2f0a01,ac2f0a01,1,1,25
我是大娜迦。,1476.218,c2bb75e9,c2bb75e9,1,1,25
开大，召唤鲨鱼,1476.609,36f043b9,36f043b9,1,1,25
鲨鱼！,1477.993,28b24b03,28b24b03,1,1,25
小东西 你吓唬谁呢,1478.094,ca92a2a2,ca92a2a2,1,1,25
大鱼人点灯,1479.855,57e31ba4,57e31ba4,1,1,25
R接E接WQ接点燃一套带走,1480.105,28b24b03,28b24b03,1,1,25
我大鱼人要教你做大人,1486.535,ba015ac9,ba015ac9,1,1,25
little fish,1487.324,fae3be7a,fae3be7a,1,1,25
你怎么用品如的手机壳？,1488.054,931c87e1,931c87e1,1,1,25
hhhh,1489.849,f8843630,f8843630,1,1,25
哈哈哈哈哈哈哈哈哈真当大哥不会追星啊,1489.974,e3f9496f,e3f9496f,1,1,25
哈哈哈哈哈哈哈哈哈哈笑死我了,1490.319,e6fcb7db,e6fcb7db,1,1,25
你的手机壳怎么是粉色的,1490.604,99c2f928,99c2f928,1,1,25
哈哈哈,1491.86,24f5b58e,24f5b58e,1,1,25
你怎么用着品如的手机壳(ಡωಡ) (ಡωಡ) (ಡωಡ) ,1492.81,c2f4a06f,c2f4a06f,1,1,25
哈哈哈哈哈哈哈哈哈哈,1492.949,92e22481,92e22481,1,1,25
?,1493.569,3dc4d2c4,3dc4d2c4,1,1,25
hhhhhh,1493.601,1.57617E+05,1.57617E+05,1,1,25
你好骚啊,1493.608,6b057d5f,6b057d5f,1,1,25
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1493.638,bc29acb9,bc29acb9,1,1,25
粉色的,1494.089,f8843630,f8843630,1,1,25
粉色。。。。。。。,1494.357,def3ea7d,def3ea7d,1,1,25
究极蛇皮,1494.391,edb5d31e,edb5d31e,1,1,25
粉丝,1494.764,c2bb75e9,c2bb75e9,1,1,25
少女心,1494.794,eefd481,eefd481,1,1,25
哈哈哈哈哈哈,1495.189,3f5c5ee8,3f5c5ee8,1,1,25
？？？,1495.675,b7be17d7,b7be17d7,1,1,25
2333333,1495.701,99c2f928,99c2f928,1,1,25
wtf？？。,1495.921,44eb9eee,44eb9eee,1,1,25
你好骚啊哈哈哈哈哈哈哈哈哈哈哈哈,1496.145,24bd1ae7,24bd1ae7,1,1,25
猝不及防,1496.541,ba04786f,ba04786f,1,1,25
哈哈哈哈哈哈哈哈好哈哈哈哈哈哈哈哈哈哈哈哈哈哈好哈哈哈哈哈哈,1496.583,623eb234,623eb234,1,1,25
少女粉,1497.113,59c53fd,59c53fd,1,1,25
？？？？？？,1497.238,fef2b831,fef2b831,1,1,25
我看的是DC吗？？？？,1497.295,b7be17d7,b7be17d7,1,1,25
？？？？？？,1497.793,27ca359e,27ca359e,1,1,25
？？？？？？？？？？？,1497.895,41dda13c,41dda13c,1,1,25
少女心,1498.034,eefd481,eefd481,1,1,25
汝怎着品如衣,1498.048,154f8434,154f8434,1,1,25
2333,1498.444,3dc4d2c4,3dc4d2c4,1,1,25
闪了我的腰,1498.751,ebcd526e,ebcd526e,1,1,25
好骚的手机壳哈哈哈哈哈哈,1498.757,8790ab87,8790ab87,1,1,25
?？？？？,1499.334,433c5c9e,433c5c9e,1,1,25
神经病啊哈哈哈哈哈哈哈哈哈哈哈哈哈,1499.383,330a0a1a,330a0a1a,1,1,25
哈哈哈,1499.487,d32c242c,d32c242c,1,1,25
这家伙演过破产姐妹里的同性恋胖子,1499.592,1d32e11f,1d32e11f,1,1,25
海王：？？？？,1499.826,f6a309bd,f6a309bd,1,1,25
男人就是要粉色哈哈哈,1500.092,a5ee701a,a5ee701a,1,1,30
23333,1500.147,8bbc55e0,8bbc55e0,1,1,30
哈哈哈哈,1500.609,820590f1,820590f1,1,1,30
神反转，哈哈哈,1501.125,5ffb532e,5ffb532e,1,1,30
哈哈哈哈哈哈哈哈哈哈,1501.149,de08641d,de08641d,1,1,30
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1501.449,57f3c644,57f3c644,1,1,30
猝不及防,1501.46,fd150f36,fd150f36,1,1,30
你怎么穿着品如的衣服,1501.501,3dd35129,3dd35129,1,1,30
dc？,1502.398,2feee86c,2feee86c,1,1,30
。。,1502.438,920dc5c8,920dc5c8,1,1,30
太粉了吧兄弟,1502.698,fc4d7de6,fc4d7de6,1,1,30
？？？？？？？？？？？？？？,1502.789,9504b8ad,9504b8ad,1,1,30
？？？？？？？？,1503.21,60ea0906,60ea0906,1,1,30
会笑死哦,1503.234,a3d65c4,a3d65c4,1,1,30
233333,1503.323,cf3b628a,cf3b628a,1,1,30
你在逗我,1503.453,40307ddd,40307ddd,1,1,30
忽如其来的骚,1506.114,96d53a80,96d53a80,1,1,30
笑岔气！,1507.45,de08641d,de08641d,1,1,30
少女粉,1507.628,3dc4d2c4,3dc4d2c4,1,1,30
我去。。。。,1508.111,b517f475,b517f475,1,1,30
好粉嫩的手机壳,1509.585,2688ae40,2688ae40,1,1,30
粉色手机壳，哎呦,1509.875,cf2dd1b0,cf2dd1b0,1,1,30
哈哈哈哈哈,1510.752,d3a82d67,d3a82d67,1,1,30
沙雕网友,1513.924,bc78caa1,bc78caa1,1,1,30
真香,1513.995,6cb2b92a,6cb2b92a,1,1,30
哈哈哈哈拍照真香,1514.467,d3c4686a,d3c4686a,1,1,30
阿鲁巴？,1514.537,c2bb75e9,c2bb75e9,1,1,30
女粉,1514.64,198a2e75,198a2e75,1,1,30
好gay啊,1515.287,e180bec2,e180bec2,1,1,30
.....,1515.373,7d75a385,7d75a385,1,1,30
怎么突然变成4:3了,1517.157,4009ce93,4009ce93,1,1,30
笑出声,1517.354,4996cdfd,4996cdfd,1,1,30
是谁住在深海的大菠萝里,1518.821,ec0ef6a9,ec0ef6a9,1,1,30
又疯一个,1519.023,1.57617E+05,1.57617E+05,1,1,30
哈哈哈哈哈,1521.246,7d5ed5fe,7d5ed5fe,1,1,30
准备好了，船长,1521.646,cc8525cd,cc8525cd,1,1,30
女粉,1527.316,7d75a385,7d75a385,1,1,30
海绵宝宝,1527.66,3dc4d2c4,3dc4d2c4,1,1,30
北大西洋暖流,1531.998,81fd279f,81fd279f,1,1,30
佐伊↑,1532.5,8fc7e42a,8fc7e42a,1,1,30
海绵宝宝！！,1532.902,edb5d31e,edb5d31e,1,1,30
弟弟上线,1533.103,4587d896,4587d896,1,1,30
呜～～是谁住在深海的大菠萝里！,1533.796,96850630,96850630,1,1,30
海绵宝宝,1533.909,92e22481,92e22481,1,1,30
saber,1535.437,8a4b4262,8a4b4262,1,1,30
我准备好了,1535.708,3dc4d2c4,3dc4d2c4,1,1,30
海绵宝宝,1536.53,f295b9a0,f295b9a0,1,1,30
那就登上甲板让大鱼开路,1536.771,2a329c35,2a329c35,1,1,30
为了纳沙加尔！,1538.069,fe4019dd,fe4019dd,1,1,30
是谁住在海底黄色大菠萝里？,1538.835,d833eee7,d833eee7,1,1,30
疯狂表白奥姆！！！！！！！！！！,1539.314,28fdbc86,28fdbc86,1,1,30
天 兵 天 将,1542.576,2b9ccebe,2b9ccebe,1,1,30
把海皇的龙骑队送去墓地,1543.543,d21f7fa6,d21f7fa6,1,1,30
是牛魔王和避海金睛兽,1543.672,827089c8,827089c8,1,1,30
深渊海马,1545.337,c2bb75e9,c2bb75e9,1,1,30
中国拿鱼叉的是渔夫，外国是海王,1545.546,ef20e3eb,ef20e3eb,1,1,30
请问东海龙王是海王吗,1546.253,1923a512,1923a512,1,1,30
我怎么觉得这特效跟咱国内差不多啊。。。,1547.56,6588162f,6588162f,1,1,30
不，拿叉还是闰土,1549.024,2b29e02e,2b29e02e,1,1,30
是谁住在深海的大菠萝里,1551.042,e3fc37c9,e3fc37c9,1,1,30
玄幻小说既视感,1555.646,249dd3fa,249dd3fa,1,1,30
哪吒闹海系列,1556.99,f295b9a0,f295b9a0,1,1,30
这段是IMAX吗,1557.154,fc5d47b7,fc5d47b7,1,1,30
海底龙宫，虾兵蟹将,1557.405,db2b01e5,db2b01e5,1,1,30
奥咪！奥咪！奥咪！,1558.442,b4fb5200,b4fb5200,1,1,30
四海龙王,1560.479,502e641c,502e641c,1,1,30
快回你的招魂剧组，催更催更,1560.585,f8843630,f8843630,1,1,30
法鸡式摘头盔,1560.677,ed7dddc1,ed7dddc1,1,1,30
法鸡式摘头盔,1560.677,ed7dddc1,ed7dddc1,1,1,30
法鸡式摘头盔,1560.677,ed7dddc1,ed7dddc1,1,1,30
啊啊啊,1561.146,39305a53,39305a53,1,1,30
啊啊啊帕翠！！！！！,1561.694,28fdbc86,28fdbc86,1,1,30
深海王,1562.773,24765da2,24765da2,1,1,30
艾米纳姆,1563.182,8ff06e11,8ff06e11,1,1,30
我至今不知道奥姆哪里去抓的这只沧龙……我也想抓一只！,1563.51,438b92d9,438b92d9,1,1,30
夜枭二代再就业,1563.528,e0d400dd,e0d400dd,1,1,30
是你！夜枭！,1563.663,898591a0,898591a0,1,1,30
是你，加雷斯·贝尔,1564.178,36e51fc3,36e51fc3,1,1,30
夜枭。。你咋跑海里了？,1564.549,affbb20b,affbb20b,1,1,30
刘德华，是你,1565.681,19d3fd2e,19d3fd2e,1,1,30
法鸡哈哈哈,1568.33,2a77ca48,2a77ca48,1,1,30
姆爷还拍这个？,1569.168,7b274827,7b274827,1,1,30
等会，绿魔你不去打蜘蛛侠来霍霍海王干什么,1571,9ca11a71,9ca11a71,1,1,30
这特效。。,1572.145,39d4bda6,39d4bda6,1,1,30
绿魔，似理！！！！,1572.679,25c598ad,25c598ad,1,1,30
姆爷不去驱魔来海底干啥？？？？,1573.881,96760827,96760827,1,1,30
奥姆实在是太美了！,1574.826,cb2625ac,cb2625ac,1,1,30
绿魔,1574.99,c5346914,c5346914,1,1,30
帕老师上线,1576.271,9.5787E+70,9.5787E+70,1,1,30
你瞅啥？  瞅你咋地！,1576.657,3f26a082,3f26a082,1,1,30
来者可是，诸葛孔明？,1577.299,fdd6e580,fdd6e580,1,1,30
水下传声,1577.73,57f3c644,57f3c644,1,1,30
我认得你，绿魔,1579.372,3e66b5b0,3e66b5b0,1,1,30
鲶鱼,1579.667,3d1dbdb4,3d1dbdb4,1,1,30
Zhe,1580.607,93ade04a,93ade04a,1,1,30
这特效 不行啊,1581.969,93ade04a,93ade04a,1,1,30
岳父来了,1583.378,c2bb75e9,c2bb75e9,1,1,30
勇度？是你,1583.715,f6f1563c,f6f1563c,1,1,30
绿魔人出现了，蜘蛛侠,1584.854,182e07df,182e07df,1,1,30
承包帕老师,1586.011,9.5787E+70,9.5787E+70,1,1,30
拿叉的是闰土,1586.251,3e2d22ed,3e2d22ed,1,1,30
我的鲲呢？把他们都吞了,1586.261,9611c593,9611c593,1,1,30
  龙格尔！,1589.063,54ea5dbe,54ea5dbe,1,1,30
开局一条鲲,1590.15,fae3be7a,fae3be7a,1,1,30
绿魔打不过复联的小蜘蛛就来投靠DC了,1590.545,53014515,53014515,1,1,30
fate职阶棋子,1599.993,89c7755e,89c7755e,1,1,30
seven kingdom？怎么这么耳熟,1600.49,8245ae74,8245ae74,1,1,30
真是柔顺呢,1601.577,2a77ca48,2a77ca48,1,1,30
红头的不是敢死队里的吗,1601.935,35492a9c,35492a9c,1,1,30
大白鲨真可爱哇,1607.666,e6739643,e6739643,1,1,30
在水里说话真的能听的清楚吗……,1609.798,2d7f0dcb,2d7f0dcb,1,1,30
两个国合一起叫咸渔国,1610.387,eefd481,eefd481,1,1,30
七国之主 全境守护者,1611.909,31fbc5,31fbc5,1,1,30
权力的游戏哈哈哈哈,1619.489,31fbc5,31fbc5,1,1,30
为什么他们不吐气泡泡,1620.586,255fec37,255fec37,1,1,30
桌子？不会浮起来吗,1623.952,c09085c1,c09085c1,1,1,30
龙格尔啊,1631.25,606f6485,606f6485,1,1,30
额。水里咋能说话捏？(杠精上线),1631.739,91b2261c,91b2261c,1,1,30
他们怎么游泳的,1635.524,32058241,32058241,1,1,30
温子仁御用男演员,1635.806,af98b310,af98b310,1,1,30
标准反派宣言,1636.179,a62c2a6f,a62c2a6f,1,1,30
我觉得可能是贵族有海陆两套呼吸系统，普通人只有水下呼吸系统，类似体内鱼鳃,1637.194,28fdbc86,28fdbc86,1,1,30
水下瓦坎达哈哈哈哈哈哈哈哈哈哈,1640.347,f6a309bd,f6a309bd,1,1,30
温子仁御用男主,1646.532,29166bd1,29166bd1,1,1,30
瓦坎达完了,1648.147,3d1dbdb4,3d1dbdb4,1,1,30
海底都这么直来直往嘛,1648.374,e3f9496f,e3f9496f,1,1,30
锤头鲨,1649.475,2c5bc14f,2c5bc14f,1,1,30
就你不一样是吧,1650.282,733e96f7,733e96f7,1,1,30
就是说，五岳剑派必须合并,1651.654,d6a072e5,d6a072e5,1,1,30
还会退化的,1658.021,ccfc700d,ccfc700d,1,1,30
这明明是大雄的人鱼大海战,1666.005,2c1a66a1,2c1a66a1,1,1,30
上面有超人的那位，漫画里海陆大战打起来了，奥姆把超人姥爷女侠都电晕了好吗,1671.552,cc0b350a,cc0b350a,1,1,30
stillborn  学英语,1672.854,e3f9496f,e3f9496f,1,1,30
海の御主,1673.721,ee7b193d,ee7b193d,1,1,30
潜伏、招魂都有这个人,1674.841,29166bd1,29166bd1,1,1,30
他就是不统一也是海洋领主,1676.783,898591a0,898591a0,1,1,30
温子仁标配男主,1684.553,1a9638f2,1a9638f2,1,1,30
嘴炮康纳？,1687.884,beef90af,beef90af,1,1,30
再多的军队也打不过老爷正义的闪避,1690.247,fe7561cc,fe7561cc,1,1,30
原著里的弟弟明明是个兄控,1696.811,41ae01aa,41ae01aa,1,1,30
哈哈哈哈哈哈我也想要白雪公主,1698.368,2c56cc7d,2c56cc7d,1,1,30
                       他的头发怎么做到的↓,1698.89,13890644,13890644,1,1,30
紧身衣+叛逆兄弟=国王,1699.852,24de5229,24de5229,1,1,30
弱宣称,1708.083,148c6218,148c6218,1,1,30
笑死老子了？,1715.503,cec5828c,cec5828c,1,1,30
这个节目是不是有东海龙宫特别赞助播出,1716.865,3d2f57f1,3d2f57f1,1,1,30
怎么老是俄罗斯人的潜艇？专业毛黑？,1723.052,92fd7aa0,92fd7aa0,1,1,30
差距,1733.59,b4a7d2ed,b4a7d2ed,1,1,30
最强？,1736.663,c6a45a20,c6a45a20,1,1,30
就这？,1736.967,3dd35129,3dd35129,1,1,30
预警都么有啊 好寒酸的会面啊,1737.78,6893d8e0,6893d8e0,1,1,30
常识呢？水里才喊的比陆上响啊,1739.285,db74d14a,db74d14a,1,1,30
鱼雷都扛不住还想统一地表？！,1747.727,9c72bb70,9c72bb70,1,1,30
军队也太弱了吧,1750.635,bed1f093,bed1f093,1,1,30
多少万年的文物啊,1750.787,508a62aa,508a62aa,1,1,30
是龙格尔吗没看出来啊，感觉有点帅啊,1753.466,8ec2a873,8ec2a873,1,1,30
鲲？,1754.835,f42cb336,f42cb336,1,1,30
鱼类你都受不了还最强的军队？,1757.311,57cb0f1a,57cb0f1a,1,1,30
赌五毛，反派自导自演,1760.336,1383501b,1383501b,1,1,30
名场面,1775.123,1685f92c,1685f92c,1,1,30
泰坦尼克号的真相,1776.144,fdd6e580,fdd6e580,1,1,30
这罐头开得挺麻溜的,1777.201,a1bcbf97,a1bcbf97,1,1,30
是个勇士,1779.946,f362240c,f362240c,1,1,30
炫炫炫,1782.059,7f325bf7,7f325bf7,1,1,30
想起了成龙大哥拿着把大刀割气垫船,1784.874,cfa153e4,cfa153e4,1,1,30
大家都懂,1787.606,2b850144,2b850144,1,1,30
自导自演的也太明显了。。。。,1789.05,42049674,42049674,1,1,30
为啥要派潜艇来，深水炸弹不好吗？（杠精滑稽）,1794.058,9c72bb70,9c72bb70,1,1,30
我感觉是自导自演 而且是很弱的那种,1794.401,808b0da1,808b0da1,1,1,30
自导自演？,1795.771,d3372f03,d3372f03,1,1,30
自导自演吗 为什么人类无端端派潜艇 还只派一艘过来搞袭击,1798.015,1a9267e2,1a9267e2,1,1,30
表演时间,1799.062,fb18b55e,fb18b55e,1,1,30
戏演的一般啊,1800.187,c2bb75e9,c2bb75e9,1,1,35
会不会是他自导自演的,1800.937,a992542f,a992542f,1,1,35
能承受几百米海域压力的钢板，这么轻松就被划开？跟开罐头一样,1801.643,efd2c092,efd2c092,1,1,35
这么浅的口根本不可能导致潜艇进水啊,1802.119,57cb0f1a,57cb0f1a,1,1,35
泽贝尔国王意识到陆地人科技发展速度超乎想像，不管奥姆是不是演戏，按这发展速度，以后可能会真的威胁到海里人，泽贝尔国王觉得是时候教训一下陆上人了,1802.363,4587d896,4587d896,1,1,35
重金属污染,1803.178,2d970a3d,2d970a3d,1,1,35
我说你去惹他干嘛,1803.911,3f1d61ba,3f1d61ba,1,1,35
是抢船作秀吗,1810.41,fc4d7de6,fc4d7de6,1,1,35
要么说你傻呢,1812.117,2c56cc7d,2c56cc7d,1,1,35
等你们上岸就有一个外穿裤衩的肌肉男收拾你们了,1813.835,c6eb2a69,c6eb2a69,1,1,35
其实只是给了个理由给泽贝尔,1815.082,6fdfd843,6fdfd843,1,1,35
这潜艇一看就是托，人类只会破坏环境，没理由摧毁文物,1815.12,d6a072e5,d6a072e5,1,1,35
感觉是套路,1818.176,f362240c,f362240c,1,1,35
人类怎么可能 就派一个潜艇来打你们？？？,1818.727,77d2035f,77d2035f,1,1,35
戏真多,1819.292,508dc895,508dc895,1,1,35
绿魔？？？,1819.918,a8e07a7f,a8e07a7f,1,1,35
能当上国王的一般都不蠢,1820.966,73f3952a,73f3952a,1,1,35
上岸就会有正义联盟等着你们……,1821.44,c0263a92,c0263a92,1,1,35
就算知道是自导自演，但人类科技确实有威胁,1822.189,9af83da1,9af83da1,1,1,35
自编自导自演,1822.281,bc78caa1,bc78caa1,1,1,35
哈哈，过于沙雕,1824.182,bed1f093,bed1f093,1,1,35
自演辛苦了,1825.093,cf2dd1b0,cf2dd1b0,1,1,35
估计 泽贝尔也知道是演戏，只是需要个理由有个台阶？还是说 感觉到还是有威胁 还是需要攻打一下人类,1826.199,1a9267e2,1a9267e2,1,1,35
我们的征程是星辰大海。,1826.262,99c2f928,99c2f928,1,1,35
海王夫人来了啊,1828.752,c2bb75e9,c2bb75e9,1,1,35
岸上有个内裤外穿的肌肉猛男呢,1828.906,1.57617E+05,1.57617E+05,1,1,35
都想打，但是需要找个借口才能堂而皇之的打,1829.627,930ff9a0,930ff9a0,1,1,35
绿灯侠表示你们都是渣渣,1830.33,dc770edf,dc770edf,1,1,35
只需要一艘战略核潜艇，这些东西全都要没,1830.435,b4a7d2ed,b4a7d2ed,1,1,35
看到现在感觉应该就是特效片呀，，怎么好多人吹,1831.481,9410b220,9410b220,1,1,35
系安全带好评，道路千万条……,1839.843,f88b9733,f88b9733,1,1,35
来了来了！！！,1843.59,c2bb75e9,c2bb75e9,1,1,35
这是他自己策划的吧......,1844.27,49fdc393,49fdc393,1,1,35
吉克隽逸,1847.558,abcf0645,abcf0645,1,1,35
又大又白？,1852.17,c09085c1,c09085c1,1,1,35
哈利波特姐姐,1856.225,4907594d,4907594d,1,1,35
哪壶不开提哪壶，正义联盟里被锤出屎了,1858.423,ebcd526e,ebcd526e,1,1,35
steppenwolf？？？华纳史诗？？,1858.464,5c9fd9ec,5c9fd9ec,1,1,35
明明是大超打败的好嘛？,1860.363,4d225f83,4d225f83,1,1,35
这是我老婆，你们想绿我吗,1860.418,c1c64713,c1c64713,1,1,35
渣男的我劝你除了用吊思考还得用用脑子,1861.983,3eb11c21,3eb11c21,1,1,35
叫老婆的不怕被打死吗,1864.016,fa63bb8e,fa63bb8e,1,1,35
绿了绿了,1864.421,6b883b1c,6b883b1c,1,1,35
绿了,1869.177,8a15682e,8a15682e,1,1,35
嫡长子继承制,1872.423,ae7a1cac,ae7a1cac,1,1,35
大超把你头锤爆,1873.915,422991d2,422991d2,1,1,35
杰克的老婆,1881.384,9d3603ad,9d3603ad,1,1,35
有大超还有啥玩的,1883.676,78a653db,78a653db,1,1,35
？？？？？？？？？？？？？？？？？？？？,1888.825,48c14824,48c14824,1,1,35
长子？？？  你爸被绿了,1889.025,3510eeeb,3510eeeb,1,1,35
海王徐锦江？,1893.64,fb11d044,fb11d044,1,1,35
荒原狼就是他们一起搞定的啊，大超在这个世界肯定存在啊,1899.968,57cb0f1a,57cb0f1a,1,1,35
巧了，我也这么觉得,1904.734,28fdbc86,28fdbc86,1,1,35
麻烦把在,1905.57,dc770edf,dc770edf,1,1,35
海王：我平时还得在雷霆打工呢，没空当国王,1922.485,a3af5db4,a3af5db4,1,1,35
杰克·斯派洛:？？那玩意不是断了吗？？,1922.657,be38c3cb,be38c3cb,1,1,35
他只是个中锋的笑死我了,1924.889,846d05a6,846d05a6,1,1,35
他的老大还是只龟。。。,1926.158,a8e07a7f,a8e07a7f,1,1,35
唐三：我三叉戟好像给了我儿子,1929.258,c74b320f,c74b320f,1,1,35
雷神：我也想试试，虽然不是一个漫画,1929.45,647af17f,647af17f,1,1,35
强宣称,1929.978,252822df,252822df,1,1,35
唐舞麟：我三叉戟好像给了我儿子,1930.958,c74b320f,c74b320f,1,1,35
然后这两人生了小美人鱼,1931.39,33256356,33256356,1,1,35
大超在哪儿摆着好看？？,1933.829,320a676c,320a676c,1,1,35
666,1935.297,db9b59fc,db9b59fc,1,1,35
你们把大超放哪儿了？,1935.669,320a676c,320a676c,1,1,35
你要肛你弟弟？,1937.163,ed1d4fb,ed1d4fb,1,1,35
真香警告,1940.951,84b06b88,84b06b88,1,1,35
超人这时候是活的吧？要打得话，挂p超人一个人就能团灭了亚特兰蒂斯,1947.306,46d5dbc2,46d5dbc2,1,1,35
此时蝙蝠姥爷笑笑说你们一群水下的穷逼，凭什么赢,1949.595,8f46d9fa,8f46d9fa,1,1,35
人鱼都不放过,1950.614,7f325bf7,7f325bf7,1,1,35
弟弟真的惨2,1951.734,e3f9496f,e3f9496f,1,1,35
好骚啊你们两个,1958.635,1669ab65,1669ab65,1,1,35
会员的微笑,1963,8bd4e180,8bd4e180,1,1,35
咋还嘟着个嘴捏,1963.685,2621c21d,2621c21d,1,1,35
这特效做的有点假,1968.684,3290a473,3290a473,1,1,35
出现了，彩虹海,1969.515,7f325bf7,7f325bf7,1,1,35
少年鲼的奇幻漂流,1972.478,c5c9ef11,c5c9ef11,1,1,35
？？？你哪来的挂？,1973.203,898591a0,898591a0,1,1,35
不错,1973.302,10160af5,10160af5,1,1,35
开黑队形,1975.41,8bd4e180,8bd4e180,1,1,35
diso,1975.843,862b5c27,862b5c27,1,1,35
为啥反派那么幼稚啊，看看隔壁的小丑,1978.169,bed1f093,bed1f093,1,1,35
我觉得有点像假面骑士，,1981.857,510857a9,510857a9,1,1,35
为什么突然想起了西游记,1982.037,cad8316f,cad8316f,1,1,35
你们也爱玩RGB啊,1983.73,6d655604,6d655604,1,1,35
不怕的关节炎吗？,1983.873,3e5e35c7,3e5e35c7,1,1,35
国产假面骑士既视感,1984.337,510857a9,510857a9,1,1,35
西游记的站住,1986.894,e3f9496f,e3f9496f,1,1,35
这一身塑料盔甲....,1987.15,bdce5a38,bdce5a38,1,1,35
假面骑士 海王,1990.806,8bd4e180,8bd4e180,1,1,35
海水成像的还行,1998.148,8bd4e180,8bd4e180,1,1,35
我不是在这儿吗，这孩子,2007.556,8bd4e180,8bd4e180,1,1,35
23333,2008.949,96cbf72c,96cbf72c,1,1,35
要脸吗,2009.322,4068c4b,4068c4b,1,1,35
